id;macrogroup_name;macrogroup_id;education_level;fgos_code;institution_name;program_name;region;budget_seat;URL
150;Энергетика и электросети;2;ВО;13.03.01;Казанский государственный энергетический университет (КГЭУ);Тепловые электрические станции;Казань;Да;https://kgeu.ru/abiturentu/priemnaya-kampaniya-2025/%D0%B0)%20%D0%BF%D0%B5%D1%80%D0%B5%D1%87%D0%B5%D0%BD%D1%8C%20%D1%81%D0%BF%D0%B5%D1%86%D0%B8%D0%B0%D0%BB%D1%8C%D0%BD%D0%BE%D1%81%D1%82%D0%B5%D0%B9%20%D0%B8%20(%D0%B8%D0%BB%D0%B8)%20%D0%BD%D0%B0%D0%BF%D1%80%D0%B0%D0%B2%D0%BB%D0%B5%D0%BD%D0%B8%D0%B9%20%D0%BF%D0%BE%D0%B4%D0%B3%D0%BE%D1%82%D0%BE%D0%B2%D0%BA%D0%B8,%20%D0%BD%D0%B0%20%D0%BA%D0%BE%D1%82%D0%BE%D1%80%D1%8B%D0%B5%20%D0%BF%D1%80%D0%BE%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D1%81%D1%8F%20%D0%BF%D1%80%D0%B8%D0%B5%D0%BC%20%D0%BD%D0%B0%20%D0%BE%D0%B1%D1%83%D1%87%D0%B5%D0%BD%D0%B8%D0%B5%20%D0%B2%202025%20%D0%B3%D0%BE%D0%B4%D1%83.pdf
151;Энергетика и электросети;2;ВО;13.03.01;Новгородский государственный университет имени Ярослава Мудрого (НовГУ);Промышленная теплоэнергетика;Великий Новгород;25;https://www.novsu.ru/abitur/bachelor/directions_of_training_and_specialties/51734/
152;Энергетика и электросети;2;ВО;13.03.01;Новгородский государственный университет имени Ярослава Мудрого (НовГУ);Промышленная теплоэнергетика;Великий Новгород;10;https://www.novsu.ru/abitur/bachelor/directions_of_training_and_specialties/234326/
153;Энергетика и электросети;2;ВО;13.03.02;Новгородский государственный университет имени Ярослава Мудрого (НовГУ);Промышленная электроэнергетика;Великий Новгород;10;https://www.novsu.ru/abitur/bachelor/directions_of_training_and_specialties/51806/
154;Энергетика и электросети;2;СПО;13.02.07;Псковский государственный университет (ПсковГУ);Электроснабжение (по отраслям);Псков;Да;https://pskgu.ru/education/educational-programs/08996da04628ba1b70e834281a0e28d7de0970d1/1fa65ec2971d1a26897e9785f5209f059adf32fd/
155;Энергетика и электросети;2;ВО;13.03.02;Псковский государственный университет (ПсковГУ);Электроснабжение (сетевая образовательная программа);Псков;20;https://pskgu.ru/education/educational-programs/3294af42238f4d603e402267c1e2474865048aa9/
156;Энергетика и электросети;2;ВО;13.03.02;Псковский государственный университет (ПсковГУ);Электропривод и автоматика;Псков;20;https://pskgu.ru/education/educational-programs/2c2aea457b0dbba35e0c07c26d9d712746605949/
157;Энергетика и электросети;2;ВО;13.03.02;Вологодский государственный университет (ВоГУ);Электрооборудование и электрохозяйство предприятий, организаций и учреждений;Вологда;50;https://vogu35.ru/programms/detailed/199
158;Энергетика и электросети;2;ВО;13.03.02;Вологодский государственный университет (ВоГУ);Цифровые технологии в электроэнергетике;Вологда;50;https://vogu35.ru/programms/detailed/204
159;Энергетика и электросети;2;ВО;13.03.02;Вологодский государственный университет (ВоГУ);Электрооборудование и электрохозяйство предприятий, организаций и учреждений;Вологда;30;https://vogu35.ru/programms/detailed/200
160;Энергетика и электросети;2;ВО;13.03.01;Вологодский государственный университет (ВоГУ);Промышленная и гражданская теплоэнергетика;Вологда;20;https://vogu35.ru/programms/detailed/198
161;Энергетика и электросети;2;ВО;13.03.01;Чувашский государственный университет имени И. Н. Ульянова (ЧГУ им. И. Н. Ульянова);Промышленная теплоэнергетика;Череповец;45;https://pk.chsu.ru/napravleniya-podgotovki/bakalavriat-i-spetsialitet/
162;Энергетика и электросети;2;ВО;13.03.02;Чувашский государственный университет имени И. Н. Ульянова (ЧГУ им. И. Н. Ульянова);Системы управления движением технологических объектов;Череповец;25;https://pk.chsu.ru/napravleniya-podgotovki/bakalavriat-i-spetsialitet/
163;Энергетика и электросети;2;ВО;13.03.02;Чувашский государственный университет имени И. Н. Ульянова (ЧГУ им. И. Н. Ульянова);Электропривод и автоматика;Череповец;25;https://pk.chsu.ru/napravleniya-podgotovki/bakalavriat-i-spetsialitet/
164;Энергетика и электросети;2;ВО;13.03.01;Ульяновский государственный технический университет (УлГТУ);Промышленная теплоэнергетика;Ульяновск;25;https://ulstu.ru/education_programs/element.php?ELEMENT_ID=13294
165;Энергетика и электросети;2;ВО;13.03.02;Ульяновский государственный технический университет (УлГТУ);Электроснабжение;Ульяновск;45;https://ulstu.ru/education_programs/element.php?ELEMENT_ID=13297
166;Энергетика и электросети;2;ВО;13.03.02;Ульяновский государственный технический университет (УлГТУ);Электропривод и автоматика;Ульяновск;45;https://ulstu.ru/education_programs/element.php?ELEMENT_ID=13296
167;Энергетика и электросети;2;ВО;13.03.01;Мордовский государственный университет имени Н. П. Огарёва (МГУ им. Н. П. Огарёва);Энергообеспечение предприятий;Саранск;25;https://mrsu.ru/upload/iblock/4f1/hnefj362gy0071z64mz36204g4xd00qp/Kolichestvo-mest-dlya-priyema-s-ukazaniem-osoboy_-tselevoy-i-otdelnoy-kvoty.pdf
168;Энергетика и электросети;2;ВО;13.03.02;Мордовский государственный университет имени Н. П. Огарёва (МГУ им. Н. П. Огарёва);Электропривод и автоматика;Саранск;25;https://mrsu.ru/upload/iblock/4f1/hnefj362gy0071z64mz36204g4xd00qp/Kolichestvo-mest-dlya-priyema-s-ukazaniem-osoboy_-tselevoy-i-otdelnoy-kvoty.pdf
169;Энергетика и электросети;2;ВО;13.03.02;Мордовский государственный университет имени Н. П. Огарёва (МГУ им. Н. П. Огарёва);Электроснабжение;Саранск;25;https://mrsu.ru/upload/iblock/4f1/hnefj362gy0071z64mz36204g4xd00qp/Kolichestvo-mest-dlya-priyema-s-ukazaniem-osoboy_-tselevoy-i-otdelnoy-kvoty.pdf
170;Энергетика и электросети;2;ВО;13.03.01;Чувашский государственный университет имени И. Н. Ульянова (ЧГУ им. И. Н. Ульянова);цифровые технологии и автоматизация в теплоэнергетике;Чебоксары;20;https://abiturient.chuvsu.ru/urovni/bakalavriat/byudzhetnye-mesta
171;Энергетика и электросети;2;ВО;13.03.02;Чувашский государственный университет имени И. Н. Ульянова (ЧГУ им. И. Н. Ульянова);"цифровые технологии в релейной защите и автоматике электроэнергетических систем; инженерное конструирование и технология создания электрических аппаратов";Чебоксары;44;https://abiturient.chuvsu.ru/urovni/bakalavriat/byudzhetnye-mesta
172;Энергетика и электросети;2;ВО;13.03.02;Чувашский государственный университет имени И. Н. Ульянова (ЧГУ им. И. Н. Ульянова);"информационные технологии в интеллектуальной электроэнергетике;  электропривод и автоматика; электроснабжение; электрическое хозяйство и сети предприятий, организаций и учреждений; электрооборудование низкого и высокого напряжения";Чебоксары;66;https://abiturient.chuvsu.ru/urovni/bakalavriat/byudzhetnye-mesta
173;Энергетика и электросети;2;СПО;13.02.02;Волжский государственный университет водного транспорта (ВГУВТ);Теплоснабжение и теплотехническое оборудование;Йошкар‑Ола;25;https://dod.volgatech.net/pp25spo/?ysclid=ma10n53t40782522684
174;Энергетика и электросети;2;ВО;13.03.01;Волжский государственный университет водного транспорта (ВГУВТ);Промышленная теплоэнергетика;Йошкар‑Ола;15;https://dod.volgatech.net/pp25bak/?ysclid=ma23wj80xl665508257
175;Энергетика и электросети;2;ВО;13.03.01;Волжский государственный университет водного транспорта (ВГУВТ);Промышленная теплоэнергетика;Йошкар‑Ола;15;https://dod.volgatech.net/pp25bak/?ysclid=ma23wj80xl665508257
176;Энергетика и электросети;2;ВО;13.03.02;Донской государственный технический университет (ДГТУ);Электроэнергетические системы и сети;Ростов‑на‑Дону;100;https://www.donstu.ru/abiturient/katalog-obrazovatelnykh-programm/136/
177;Энергетика и электросети;2;ВО;13.03.02;Донской государственный технический университет (ДГТУ);Электрические и электронные системы транспортных средств;Ростов‑на‑Дону;100;https://www.donstu.ru/abiturient/katalog-obrazovatelnykh-programm/135/
178;Энергетика и электросети;2;ВО;13.03.02;Донской государственный технический университет (ДГТУ);Автоматизированные электрические распределительные сети;Ростов‑на‑Дону;100;https://www.donstu.ru/abiturient/katalog-obrazovatelnykh-programm/66/
179;Энергетика и электросети;2;ВО;13.03.02;Ставропольский государственный аграрный университет (СтГАУ);Системы электроснабжения городов, промышленных предприятий, сельского хозяйства и их объектов;Ставрополь;84;https://stgau.ru/incoming/specialties/sistemy-elektrosnabzeniia-gorodov-promyslennyx-predpriiatii-selskogo-xoziaistva-i-ix-obieektov
180;Энергетика и электросети;2;ВО;13.03.01;Южно‑Уральский государственный университет (ЮУрГУ);Промышленная теплоэнергетика;Челябинск;20;https://abit.susu.ru/education-program/13-03-01-teploenergetika-i-teplotehnika-profil-promyshlennaya-teploenergetika-ochnaya/
181;Энергетика и электросети;2;ВО;13.03.02;Южно‑Уральский государственный университет (ЮУрГУ);Технологии электроэнергетики;Челябинск;15;https://abit.susu.ru/education-program/13-03-02-elektroenergetika-i-elektrotehnika-profil-tehnologii-elektroenergetiki/
182;Энергетика и электросети;2;ВО;13.03.02;Южно‑Уральский государственный университет (ЮУрГУ);Электропривод и автоматизация промышленных установок и технологических комплексов;Челябинск;90;https://abit.susu.ru/education-program/13-03-02-elektroenergetika-i-elektrotehnika-profil-elektroprivod-i-avtomatizacziya-promyshlennyh-ustanovok-i-tehnologicheskih-kompleksov-ochnaya/
183;Энергетика и электросети;2;ВО;13.03.02;Южно‑Уральский государственный университет (ЮУрГУ);Электропривод и автоматизация электротехнологических установок и электроэнергетических систем;Челябинск;15;https://abit.susu.ru/education-program/13-03-02-elektroenergetika-i-elektrotehnika-profil-elektroprivod-i-avtomatizacziya-elektrotehnologicheskih-ustanovok-i-elektroenergeticheskih-sistem-filial-g-zlatoust/
184;Энергетика и электросети;2;ВО;13.03.02;Южно‑Уральский государственный университет (ЮУрГУ);Электроснабжение промышленных предприятий и городов;Челябинск;90;https://abit.susu.ru/education-program/13-03-02-elektroenergetika-i-elektrotehnika-profil-elektrosnabzhenie-promyshlennyh-predpriyatij-i-gorodov-ochnaya/
185;Энергетика и электросети;2;ВО;13.03.02;Южно‑Уральский государственный университет (ЮУрГУ);Электроэнергетические системы с интегрированной релейной защитой и автоматикой;Челябинск;90;https://abit.susu.ru/education-program/13-03-02-elektroenergetika-i-elektrotehnika-profil-elektroenergeticheskie-sistemy-s-integrirovannoj-relejnoj-zashhitoj-i-avtomatikoj-ochnaya/
186;Энергетика и электросети;2;ВО;13.03.02;Курганский государственный университет (КГУ);Электроснабжение;Курган;18;https://abit.kgsu.ru/page/73
187;Энергетика и электросети;2;ВО;13.03.02;Курганский государственный университет (КГУ);Электроснабжение;Курган;25;https://abit.kgsu.ru/page/73
188;Энергетика и электросети;2;ВО;13.03.01;Курганский государственный университет (КГУ);Энергообепечение предприятий;Курган;15;https://abit.kgsu.ru/page/73
189;Энергетика и электросети;2;ВО;13.03.01;Иркутский национальный исследовательский технический университет (ИРНИТУ);Промышленная теплоэнергетика;Ижевск;Да;https://istu.ru/abiturients/programs/54
190;Энергетика и электросети;2;ВО;13.03.01;Омский государственный технический университет (ОмГТУ);Промышленная теплоэнергетика;Омск;30;https://omgtu.ru/entrant/files/%D0%98%D0%BD%D1%84%20%D0%B1%D1%8E%D0%BB%D0%BB%D0%B5%D1%82%D0%B5%D0%BD%D1%8C%20%D0%B1%D0%B0%D0%BA%D0%B0%D0%BB%D0%B0%D0%B2%D1%80%D0%B8%D0%B0%D1%82%2022%2005%202025_1.pdf
191;Энергетика и электросети;2;ВО;13.03.02;Омский государственный технический университет (ОмГТУ);Электроснабжение. Интеллектуальные системы в электроэнергетике и электротехнике. Электрооборудование и электрохозяйство предприятий, организаций и учреждений. Цифровизация, автоматизация и управление в электроэнергетике;Омск;110;https://omgtu.ru/entrant/files/%D0%98%D0%BD%D1%84%20%D0%B1%D1%8E%D0%BB%D0%BB%D0%B5%D1%82%D0%B5%D0%BD%D1%8C%20%D0%B1%D0%B0%D0%BA%D0%B0%D0%BB%D0%B0%D0%B2%D1%80%D0%B8%D0%B0%D1%82%2022%2005%202025_1.pdf
192;Энергетика и электросети;2;ВО;13.03.01;Новосибирский государственный технический университет (НГТУ);Производство тепловой и электрической энергии;Новосибирск;25;https://www.nstu.ru/entrance/enrollment_campaign/bachelor
193;Энергетика и электросети;2;ВО;13.03.02;Новосибирский государственный технический университет (НГТУ);Электроэнергетика: экономика и управление на предприятиях энергетики;Новосибирск;25;https://www.nstu.ru/entrance/enrollment_campaign/bachelor
194;Энергетика и электросети;2;ВО;13.03.01;Иркутский национальный исследовательский технический университет (ИРНИТУ);Теплоэнергетика и теплотехника;Иркутск;35;https://www.istu.edu/local/modules/doc/download/81338
195;Энергетика и электросети;2;ВО;13.03.02;Иркутский национальный исследовательский технический университет (ИРНИТУ);Электроэнергетика и электротехника;Иркутск;95;https://www.istu.edu/local/modules/doc/download/81338
196;Энергетика и электросети;2;ВО;13.03.02;Иркутский национальный исследовательский технический университет (ИРНИТУ);Электроэнергетика и электротехника  (англоязычная);Иркутск;10;https://www.istu.edu/local/modules/doc/download/81338
197;Энергетика и электросети;2;ВО;13.03.01;Забайкальский государственный университет (ЗабГУ);Экономика и управление в топливно-энергетическом комплексе;Чита;55;https://entrant.zabgu.ru/wp-content/themes/twentytwelve/page-templates/tilda-main-template/specone?id=50
198;Энергетика и электросети;2;ВО;13.03.02;Забайкальский государственный университет (ЗабГУ);Электроснабжение;Чита;10;https://entrant.zabgu.ru/wp-content/themes/twentytwelve/page-templates/tilda-main-template/specone?id=51
199;Энергетика и электросети;2;ВО;13.03.01;Забайкальский государственный университет (ЗабГУ);Тепловые электрические станции, Экономика и управление в топливно-энергетическом комплексе;Чита;20;https://entrant.zabgu.ru/wp-content/themes/twentytwelve/page-templates/tilda-main-template/specone?id=50
200;Энергетика и электросети;2;ВО;13.03.02;Забайкальский государственный университет (ЗабГУ);Электроснабжение;Чита;55;https://entrant.zabgu.ru/wp-content/themes/twentytwelve/page-templates/tilda-main-template/specone?id=15
201;Энергетика и электросети;2;СПО;13.02.02;Колледж сферы услуг № 10 (КСУ № 10, Москва);Теплоснабжение и теплотехническое оборудование;Москва;30;https://kst.mskobr.ru/postuplenie-v-kolledzh/priemnaya-komissiya/#msk2025
202;Энергетика и электросети;2;СПО;13.02.07;Российский государственный аграрный университет — МСХА имени К. А. Тимирязева (РГАУ‑МСХА);Электроснабжение;Москва;15;https://www.timacad.ru/uploads/files/20250314/1741940820_kcp_spo-25.pdf
203;Энергетика и электросети;2;СПО;13.02.07;Колледж связи № 54 имени П. М. Вострухина (КС № 54, Москва);Электроснабжение;Москва;30;https://www.ks54.ru/%D1%81%D0%BF%D0%B5%D1%86%D0%B8%D0%B0%D0%BB%D1%8C%D0%BD%D0%BE%D1%81%D1%82%D0%B8-%D0%BD%D0%B0-%D0%B1%D0%B0%D0%B7%D0%B5-9-%D0%BA%D0%BB%D0%B0%D1%81%D1%81%D0%B0-%D0%B1%D1%8E%D0%B4%D0%B6%D0%B5%D1%82/
204;Энергетика и электросети;2;СПО;13.02.07;Колледж связи № 54 имени П. М. Вострухина (КС № 54, Москва);Электро- и теплоэнергетика;Москва;30;https://www.ks54.ru/%D1%81%D0%BF%D0%B5%D1%86%D0%B8%D0%B0%D0%BB%D1%8C%D0%BD%D0%BE%D1%81%D1%82%D0%B8-%D0%BD%D0%B0-%D0%B1%D0%B0%D0%B7%D0%B5-11-%D0%BA%D0%BB%D0%B0%D1%81%D1%81%D0%B0-%D0%B1%D1%8E%D0%B4%D0%B6%D0%B5%D1%82-2/
205;Энергетика и электросети;2;СПО;13.02.07;Колледж связи № 54 имени П. М. Вострухина (КС № 54, Москва);Электро- и теплоэнергетика;Москва;30;https://www.ks54.ru/%D1%81%D0%BF%D0%B5%D1%86%D0%B8%D0%B0%D0%BB%D1%8C%D0%BD%D0%BE%D1%81%D1%82%D0%B8-%D0%BD%D0%B0-%D0%B1%D0%B0%D0%B7%D0%B5-11-%D0%BA%D0%BB%D0%B0%D1%81%D1%81%D0%B0-%D0%B1%D1%8E%D0%B4%D0%B6%D0%B5%D1%82-2/
206;Энергетика и электросети;2;СПО;13.01.10;Технологический колледж № 13 (ТК № 13, Москва);Электромонтер по ремонту и обслуживанию электрооборудования;Москва;30;https://spo-13.mskobr.ru/postuplenie-v-kolledzh/priemnaya-komissiya
207;Энергетика и электросети;2;СПО;13.02.02;Курский машиностроительный техникум (КМТ, Курск);Теплоснабжения и теплотехническое оборудование;Курск;20;http://kmt46.ru/index.php/abit/9-svedeniya-o-kolichestve-mest-dlya-prijoma
208;Строительство и архитектура;3;ВО;08.03.01;Российский университет дружбы народов имени Патриса Лумумбы (РУДН);Строительство;Москва;37;https://admission.rudn.ru/undergraduate/directions/programs/stroitelstvo_ochnaya105137_112501/111755/
209;Строительство и архитектура;3;ВО;21.03.02;Российский университет дружбы народов имени Патриса Лумумбы (РУДН);Землеустройство и кадастры;Москва;37;https://admission.rudn.ru/undergraduate/directions/programs/zemleustroystvo_i_kadastry_ochnaya102614_112413/111879/
210;Строительство и архитектура;3;ВО;08.03.01;Московский политехнический университет;Промышленное и гражданское строительство;Москва;40;https://mospolytech.ru/postupayushchim/programmy-obucheniya/stroitelstvo/
211;Строительство и архитектура;3;ВО;08.03.01;Московский политехнический университет;Теплогазоснабжение, вентиляция, водоснабжение и водоотведение;Москва;40;https://mospolytech.ru/postupayushchim/programmy-obucheniya/teplogazosnabzhenie-ventilyaciya-vodosnabzhenie-i-vodootvedenie/
212;Строительство и архитектура;3;ВО;08.03.01;Московский политехнический университет;Урбанистика и строительство;Москва;20;https://mospolytech.ru/postupayushchim/programmy-obucheniya/urbanistika-i-stroitelstvo/
213;Строительство и архитектура;3;ВО;08.03.01;"Национальный исследовательский университет
«Московский энергетический институт» (НИУ «МЭИ»)";Промышленное, гражданское и энергетическое строительство;Москва;Да;https://mpei.ru/Education/educationalprograms/2023/Lists/profiles2023/Disp.aspx?ID=50
214;Строительство и архитектура;3;ВО;08.03.01;"Национальный исследовательский Московский государственный строительный университет
(НИУ МГСУ)";Строительство;Мытищи;78;https://mgsu.ru/postupay/razdatochnyy-material/katalog_BS_2025.pdf
215;Строительство и архитектура;3;ВО;08.03.01;"Санкт-Петербургский государственный архитектурно-строительный университет
(СПбГАСУ)";Строительство;Санкт-Петербург;363;https://www.spbgasu.ru/applicants/areas-of-training/stroitelstvo/
216;Строительство и архитектура;3;ВО;07.03.01;"Санкт-Петербургский государственный архитектурно-строительный университет
(СПбГАСУ)";Архитектура;Санкт-Петербург;60;https://www.spbgasu.ru/applicants/areas-of-training/arkhitektura/
217;Строительство и архитектура;3;ВО;21.03.02;"Санкт-Петербургский государственный архитектурно-строительный университет
(СПбГАСУ)";Землеустройство и кадастры;Санкт-Петербург;65;https://www.spbgasu.ru/applicants/areas-of-training/zemleustroystvo-i-kadastry/
218;Строительство и архитектура;3;ВО;07.03.01;Томский государственный архитектурно-строительный университет;Архитектура;Томск;Да;https://tsuab.ru/educational-programs/architectureBachInt
219;Строительство и архитектура;3;ВО;08.03.01;Томский государственный архитектурно-строительный университет;Промышленное и гражданское строительство;Томск;Да;https://tsuab.ru/educational-programs/industrialCivilEngeneeringBachInt
220;Строительство и архитектура;3;ВО;08.03.01;Томский государственный архитектурно-строительный университет;Производство строительных материалов, изделий и конструкций;Томск;Да;https://tsuab.ru/educational-programs/buildingMaterialsProductsStructuresBachInt
221;Строительство и архитектура;3;ВО;08.03.01;Томский государственный архитектурно-строительный университет;Теплогазоснабжение и вентиляция;Томск;Да;https://tsuab.ru/educational-programs/engSysConstBachInt
222;Строительство и архитектура;3;ВО;08.03.01;Томский государственный архитектурно-строительный университет;Городское строительство;Томск;Да;https://tsuab.ru/educational-programs/urbanCivilEngeneeringBachInt
223;Строительство и архитектура;3;ВО;08.03.01;Томский государственный архитектурно-строительный университет;Экспертиза и управление недвижимостью;Томск;Да;https://tsuab.ru/educational-programs/expertiseRealEstateManagementBachInt
224;Строительство и архитектура;3;ВО;08.03.01;Томский государственный архитектурно-строительный университет;Автомобильные дороги;Томск;Да;https://tsuab.ru/educational-programs/automobileRoadsBachInt
225;Строительство и архитектура;3;ВО;08.03.01;Томский государственный архитектурно-строительный университет;Автодорожные мосты и тоннели;Томск;Да;https://tsuab.ru/educational-programs/roadBridgesTunnelsBachInt
226;Строительство и архитектура;3;ВО;08.03.01;Томский государственный архитектурно-строительный университет;Жилищно-коммунальный комплекс;Томск;Да;https://tsuab.ru/educational-programs/housingAndCommunalServicesBachInt
227;Строительство и архитектура;3;ВО;08.03.01;Томский государственный архитектурно-строительный университет;Инженерно-сметная деятельность в строительстве;Томск;Да;https://tsuab.ru/educational-programs/engeneeringAndEstimateActivityBachInt
228;Строительство и архитектура;3;ВО;21.03.02;Томский государственный архитектурно-строительный университет;Городской кадастр;Томск;Да;https://tsuab.ru/educational-programs/urbanСadastreBachInt
229;Строительство и архитектура;3;ВО;21.03.02;Томский государственный архитектурно-строительный университет;Кадастр недвижимости: оценка и информационное обеспечение;Томск;Да;https://tsuab.ru/educational-programs/RealEstateCadastreBachInt
230;Строительство и архитектура;3;ВО;08.03.01;Новосибирский государственный архитектурно-строительный университет (Сибстрин) (НГАСУ (Сибстрин));Производство строительных материалов, изделий и конструкций;Новосибирск;20;https://www.sibstrin.ru/abitur/16206/
231;Строительство и архитектура;3;ВО;08.03.01;Новосибирский государственный архитектурно-строительный университет (Сибстрин) (НГАСУ (Сибстрин));Организация инвестиционно-строительной деятельности;Новосибирск;20;https://www.sibstrin.ru/abitur/16207/
232;Строительство и архитектура;3;ВО;08.03.01;Новосибирский государственный архитектурно-строительный университет (Сибстрин) (НГАСУ (Сибстрин));Промышленное и гражданское строительство;Новосибирск;120;https://www.sibstrin.ru/abitur/16208/
233;Строительство и архитектура;3;ВО;08.03.01;Новосибирский государственный архитектурно-строительный университет (Сибстрин) (НГАСУ (Сибстрин));Гидротехническое строительство;Новосибирск;20;https://www.sibstrin.ru/abitur/16209/
234;Строительство и архитектура;3;ВО;08.03.01;Новосибирский государственный архитектурно-строительный университет (Сибстрин) (НГАСУ (Сибстрин));Городское строительство;Новосибирск;25;https://www.sibstrin.ru/abitur/16210/
235;Строительство и архитектура;3;ВО;08.03.01;Новосибирский государственный архитектурно-строительный университет (Сибстрин) (НГАСУ (Сибстрин));Теплогазоснабжение и вентиляция;Новосибирск;20;https://www.sibstrin.ru/abitur/16211/
236;Строительство и архитектура;3;ВО;08.03.01;Новосибирский государственный архитектурно-строительный университет (Сибстрин) (НГАСУ (Сибстрин));Водоснабжение и водоотведение;Новосибирск;20;https://www.sibstrin.ru/abitur/16212/
237;Строительство и архитектура;3;ВО;08.03.01;Новосибирский государственный архитектурно-строительный университет (Сибстрин) (НГАСУ (Сибстрин));Проектирование зданий и сооружений;Новосибирск;44;https://www.sibstrin.ru/abitur/16213/
238;Строительство и архитектура;3;ВО;08.03.01;Новосибирский государственный архитектурно-строительный университет (Сибстрин) (НГАСУ (Сибстрин));Автомобильные дороги;Новосибирск;20;https://www.sibstrin.ru/abitur/16214/
239;Строительство и архитектура;3;ВО;07.03.01;Новосибирский государственный архитектурно-строительный университет (Сибстрин) (НГАСУ (Сибстрин));Архитектура;Новосибирск;40;https://www.sibstrin.ru/abitur/16203/
240;Строительство и архитектура;3;ВО;08.03.01;"ФГБОУ ВО ""ЮРГПУ(НПИ) имени М.И.Платова""";Строительство;Новочеркасск;70;https://abiturient.npi-tu.ru/napravlenija/bakalavriat/08.03.01-stroitelstvo/
241;Строительство и архитектура;3;ВО;08.03.01;Дальневосточный федеральный университет (ДВФУ);Строительство;Владивосток;20;https://postupi.dvfu.ru/education/bakalavriat-spetsialitet/stroitelstvo/
242;Строительство и архитектура;3;ВО;08.03.01;Дальневосточный федеральный университет (ДВФУ);Промышленное и гражданское строительство;Владивосток;50;https://postupi.dvfu.ru/education/bakalavriat-spetsialitet/promyshlennoe-i-grazhdanskoe-stroitelstvobak/
243;Строительство и архитектура;3;ВО;08.03.01;Дальневосточный федеральный университет (ДВФУ);Инженерные системы жизнеобеспечения в строительстве;Владивосток;25;https://postupi.dvfu.ru/education/bakalavriat-spetsialitet/inzhenernye-sistemy-zhizneobespecheniya-v-stroitelstve/
244;Строительство и архитектура;3;ВО;07.03.01;Дальневосточный федеральный университет (ДВФУ);Архитектурное проектирование;Владивосток;50;https://postupi.dvfu.ru/education/bakalavriat-spetsialitet/arkhitekturnoe-proektirovanie/
245;Строительство и архитектура;3;ВО;21.03.02;Дальневосточный федеральный университет (ДВФУ);Кадастр недвижимости;Владивосток;15;https://postupi.dvfu.ru/education/bakalavriat-spetsialitet/kadastr-nedvizhimosti/
246;Строительство и архитектура;3;ВО;07.03.01;Уральский федеральный университет имени первого Президента России Б. Н. Ельцина (УрФУ);Архитектура;Екатеринбург;29;https://urfu.ru/priemurfu/#programs
247;Строительство и архитектура;3;ВО;07.03.01;Уральский федеральный университет имени первого Президента России Б. Н. Ельцина (УрФУ);Архитектурное проектирование;Екатеринбург;Да;https://www.usaaa.ru/applicant/bakalavriat-specialitet/napravlenia-bs.pdf
248;Строительство и архитектура;3;ВО;08.03.01;Казанский федеральный университет (КФУ);Строительство; Казань;40;https://admissions.kpfu.ru/programs/08-03-01-stroitelstvo/
249;Строительство и архитектура;3;ВО;07.03.01;Казанский федеральный университет (КФУ);Архитектура (профиль: Архитектура и инженерия); Казань;15;https://admissions.kpfu.ru/programs/07-03-01-arhitektura-profil-arhitektura-i-2/
250;Строительство и архитектура;3;ВО;07.03.01;Казанский федеральный университет (КФУ);Архитектура (профиль: Конструктивно-реставрационное проектирование); Казань;15;https://admissions.kpfu.ru/programs/07-03-01-архитектура-профиль-конструктивно/
251;Строительство и архитектура;3;ВО;07.03.01;Южный федеральный университет (ЮФУ);Архитектура;Ростов-на-Дону;90;https://sfedu.ru/www/stat_pages22.show?p=ABT/N8206
252;Строительство и архитектура;3;ВО;08.03.01;Сибирский федеральный университет (СФУ);Строительство (ИСИ);Красноярск;150;https://sfu.ru/sapi/file-upload/94d7bfb47b0c789e22e27923a5b8182a.pdf
253;Строительство и архитектура;3;ВО;07.03.01;Сибирский федеральный университет (СФУ);Архитектура (ИАиД);Красноярск;28;https://sfu.ru/sapi/file-upload/94d7bfb47b0c789e22e27923a5b8182a.pdf
254;Строительство и архитектура;3;ВО;08.03.01;"Московский автомобильно-дорожный государственный технический университет
(МАДИ)";Строительство;Москва;Да;https://pk.madi.ru/46-napravleniya-podgotovki-bakalavriata-i-specialiteta.html
255;Машиностроение;4;ВО;15.03.01;Стерлитамакский филиал Уфимского университета науки и технологий (УУНиТ);Машиностроение;Стерлитамак;Да;https://str.uust.ru/abiturientu
256;Машиностроение;4;ВО;15.03.01;Уральский федеральный университет имени первого Президента России Б. Н. Ельцина (УрФУ);Системный инжиниринг и цифровое проектирование;Свердловская область;Да;https://urfu.ru/ru/applicant/docs-abiturient/programs/
257;Машиностроение;4;ВО;15.03.01;Уральский федеральный университет имени первого Президента России Б. Н. Ельцина (УрФУ);Машиностроение;Свердловская область;Да;https://urfu.ru/ru/applicant/docs-abiturient/programs/
258;Машиностроение;4;ВО;15.03.01;Уфимский университет науки и технологий (УУНиТ);Машиностроение;УФА;Да;https://uust.ru/admission/bachelor-and-specialist/programs/15.03.01/mashinostroenie-po-otrasljam/
259;Машиностроение;4;ВО;15.03.01;Балтийский государственный технический университет «ВОЕНМЕХ» им. Д. Ф. Устинова;Машины и технология обработки металлов давлением;Ижевск;Да;https://priem.voenmeh.ru/15.03.01_mitomd
